id,artists,title,mix,label,genres,main_key,confidence,time1,change1,time2,change2,comments
297652,Flow,Brredon Arrival,Original Mix,Beat Code,Tech House,E minor,2,,,,,
297654,Luca Morris,Door In The Floor,Original Mix,Magnetic Disorder,Techno,E minor,2,,,,,
297656,Luca Morris,Computer,Original Mix,Magnetic Disorder,Techno,E minor,2,,,,,
297657,2MB,Dirty Life,Original Mix,Kritical Noise Records,Techno,F major,2,,,,,
297658,2MB,Dirty Life,Cresh Mix,Kritical Noise Records,Techno,F major,2,,,,,"In this case, the major mode is not so clear as in the precedent track"
297659,"Blu Mar Ten, Tom Middleton",All Over Again feat. Ernesto,Tom Middleton Mix,Exceptional Records,House,F minor,2,,,,,
297660,Blu Mar Ten,All Over Again feat. Ernesto,Original Mix,Exceptional Records,Deep House,C minor,2,,,,,
297666,Sog,Sog 1.1,Original Mix,Kompakt,Minimal,Bb other | A minor ,2,,,,,"Key is only iterable from bottom flute melody.  Polymodal, tritone, bimodal."
297667,Sog,Sog 1.2,Original Mix,Kompakt,Minimal,X,0,,,,,
297675,"The Rurals, Deejaykul",Up to You,Deejaykul's Freebass Remix,Peng,Deep House,A minor | A major,1,,,,,Difference between minor and major mode is ambiguous (C or C#). Modally ambiguous.
297677,The Rurals,Up to You,Original Mix,Peng,Deep House,A minor | A major,1,,,,,Difference between minor and major mode is ambiguous (C or C#). Modally ambiguous.
297680,Ynnad Zeugnimod,Miniscula,Original Mix,Sounderground Records,Minimal,X,0,,,,,
297681,Ynnad Zeugnimod,Interferencias,Original Mix,Sounderground Records,Minimal,X,0,,,,,
297686,Tom Ellis,Street Fight,Original Mix,Trimsound,Deep House,A# major mixolydian,2,,,,,
297692,Tom Ellis,I Smile,Original Mix,Trimsound,Tech House,C# minor,2,,,,,
297695,Tom Ellis,I Smile,Bonus Instrumental Version,Trimsound,Tech House,C# minor,2,,,,,
297696,"Paolo Bolognesi, Jurgen Cecconi",Oh My God,Jurgen Cecconi Mix,Fahrenheit,Electronica / Downtempo,A minor,2,,,,,
297697,Popstitute,Believe,Cencios Mix,Fahrenheit,Electronica / Downtempo,F# minor,2,,,,,
297698,Groove Garcia,Stream,Original Mix,Khazuma Recordings,Progressive House,F minor,2,,,,,
297699,Groove Garcia,Stream,Melody Version,Khazuma Recordings,Progressive House,F minor,2,,,,,
297704,"Loaded, Santorini",Denied,Santorini Remix,Fahrenheit,Progressive House,F minor,1,,,,,
297705,"Loaded, David Lead",Denied,David Lead Remix,Fahrenheit,Progressive House,A# minor,2,,,,,
297709,Maurizio Benedetta,The Morning,1 AM Mix,Fahrenheit,Progressive House,X,0,,,,,
297717,"D. Ochoa, Jose M.",A Finale,Original Mix,Trebol Records,Tech House,C minor,2,,,,,
297718,"D. Ochoa, Jose M.",La Movida,Original Mix,Trebol Records,Tech House,C minor,2,,,,,
297721,Francesco Vega,It's Psyco,Electro Mix,Ibiza Night Records,Electro House,G minor,2,,,,,
178770,"Martin Brodin, Klement Bonelli",From Malmoe To Bremen,Original Mix,Deeplay Soultec,Tech House,E minor,2,01:20:00 AM,G minor,,,Key changes.
297735,Jamie Jones,I Like You,Original Mix,Freak N Chic,Tech House,E minor dorian,1,,,,,Dorian mode
297748,"Project 359, Mikel Curcio",Love Is A Battlefield,Mikel Curcio Remix,London Music,Electro House,A major mixolydian,2,,,,,
297751,"Mikel Curcio, Tom Sawyer",Tonight,Tom Sawyer Remix,London Music,Electro House,A minor | A major,1,,,,,Difference between minor and major mode is ambiguous (C or C#). Modally ambiguous.
297756,Pistolpuma,Stay Up Late,Original Mix,Houselective Records,Electro House,G# minor,2,,,,,
297757,"Pistolpuma, Lt Wee",Stay Up Late,Lt Wee Remix,Houselective Records,Electro House,G# minor,2,,,,,
297766,D.Meter,Live Your Life,Original Mix,Grooved Music,Progressive House,A minor | A major,1,,,,,"Confusion between minor and major modes is possible, but insistence on descendent melodic scales from VI to II degrees of the natural minor scale (aeolian mode), characteristic 3-tone interval, makes it clear that key is A minor. Modally ambiguous."
297767,"Rick Pier O'Neil, RPO",Illusion,RPO Part 1,Frekency Records,Progressive House,F minor,2,,,,,
297768,"The Houselovers, Jordan Rivera",Feel Da Riddim,Jordan Rivera Remix,Groove Sense Records,Progressive House,F minor,2,,,,,
297769,"The Houselovers, T&A",Feel Da Riddim,T&A Miami Grime Mix,Groove Sense Records,Progressive House,D minor,2,,,,,
297804,Polyharmonique,Lumi Potete Piangere,Original Mix,Good Mood Music,Electronica / Downtempo,E minor dorian,2,,,,,
297806,Polyharmonique,Charming Nights,Original Mix,Good Mood Music,Electronica / Downtempo,A# major,2,,,,,
297807,Polyharmonique,Luna,Original Mix,Good Mood Music,Electronica / Downtempo,F minor,2,,,,,
297811,Polyharmonique,Piango Gemo,Original Mix,Good Mood Music,Electronica / Downtempo,E minor,2,,,,,
297816,"Michelle Weeks, Craig Mitchell, Annex",Step Out On Faith,Annex Mix,Slanted Black,House,A minor,1,,,,,
297818,"Michelle Weeks, Craig Mitchell, DJ Reset",Step Out On Faith,DJ Reset Mix,Slanted Black,House,G# major,2,,,,,
297849,DJ T.,The Dawn,Original Mix,Get Physical Music,Tech House,G minor,2,,,,,
297853,Xaver Naudascher,Lost,Original Mix,Supersoul Recordings,Techno,C# minor,2,,,,,
297879,"Mario Piu, Loaded",No Name Again,Original Mix,Fahrenheit,Techno,D# minor,2,,,,,
297882,"Mario Piu, Loaded, Luca Guerrieri",No Name Again,Luca Guerrieri Remix,Fahrenheit,Techno,D# minor,2,,,,,
297886,"Jeff Milligan, Teku, Geoff White","Tesla  (deadbeat). Siamesetwins  (horror Inc), Sympathy for so long  (Jeff Milligan)",Geoff White Remix,Revolver Records Canada,Minimal,F major,0,,,,,
297889,DJ Icey,What It Is,Original Mix,Zone Records,Breaks,F major | D minor,2,,,,,"But… confusion with D minor, its minor relative, is perceived. Bimodal."
297890,"DJ Icey, Jokkumm La Coste",What It Is,Jokkumm La Coste Mix,Zone Records,Electro House,F major | D minor,2,,,,,"But… confusion with D minor, its minor relative, is perceived. Bimodal."
297895,"Woody Bianchi, Andrea Carissimi",Waiting For Your Love,Jazzy Dub,Look At You Records,House,C minor,2,,,,,
297967,Soulkeeper,DEN120207495,Original Dub Mix,Zebralution,Progressive House,G minor,2,,,,,
297969,Soulkeeper,Deeper,Trancesetters Remix,Zebralution,Trance,C minor,1,,,,,
297993,DJ Zany,P.L.O.R.K.,Original Mix,Fusion Records,Hard Dance,A minor,1,,,,,
297994,"Cenoginerz, DJ Zany",You Like The Bass,DJ Zany Remix,Fusion Records,Hard Dance,F# minor,2,,,,,
297995,Jazzamor,Song For Maggie,Original Mix,BasicLUX Records,Electronica / Downtempo,A# minor,2,,,,,
297996,Cenoginerz,You Like The Bass,Original Mix,Fusion Records,Hard Dance,F# minor,2,,,,,
298006,"Madison Park, Sona",All About The Groove feat. Paul T,Sona Remix,BasicLUX Records,Deep House,C minor,2,,,,,
298007,Paul T,Sunset Vibin,Original Mix,BasicLUX Records,Electronica / Downtempo,E minor | B minor,1,,,,,Confusion between E minor and B minor. Bimodal.
298011,"DJ Zany, Pavo",Here We Go,Nippletweakerz Remix,Fusion Records,Hard Dance,G# major,2,,,,,
298012,"DJ Zany, Pavo",Porn,Original Mix,Fusion Records,Hard Dance,G# major | G# minor,1,,,,,Major or minor mode is ambiguous
298015,DJ Zany,Hectik,Original Mix,Fusion Records,Hard Dance,G# major | G# minor,1,,,,,Major or minor mode is ambiguous. Modally ambiguous.
298017,Southstylers,Pounding Senses,Zany & Walt Remix,Fusion Records,Hard Dance,A# minor | A# major,1,,,,,Major or minor mode is ambiguous. Modally ambiguous.
298020,"David Tort, DJ Ruff, Gilbert Le Funk",La Girls feat. Angel De Frutos,Gilbert Le Funk Al Andalus Remix,Catch 22,House,F major lydian,2,,,,,Lydian or augmented lydian mode
298024,"David Tort, DJ Ruff",La Girls feat. Angel De Frutos,Original Dub Mix,Catch 22,House,A# major | A# minor,1,,,,,Major or minor mode is ambiguous. Modally ambiguous.
298029,Brennan Heart,D_I_C_K_H_E_A_D,Original Mix,Fusion Records,Hard Dance,F minor,1,,,,,
298042,"Santiago Nino, Francis Davila",Wombat ,Francis Davila Remix,Itzamna Recordings  (Istmo),Progressive House,C major,1,,,,,
298054,Subsky,Placebo Effect,Original Mix,Looq Records,Progressive House,B minor,2,,,,,
298055,DJ Zany,Sky High,Original Mix,Fusion Records,Hard Dance,A major,1,,,,,
298058,3 Input Woman,Kill This Monkey,Original Mix,Morrison Recordings,Progressive House,A minor,1,,,,,
298061,"DJ Zany, Pavo",Big Fat Bass,Original Mix,Fusion Records,Hard Dance,A major,1,,,,,
298076,Donkey Rollers,Strike Again 2004,Original Mix,Fusion Records,Hard Dance,F# minor,1,,,,,
298078,Southstylers,Pwoap!,Original Mix,Fusion Records,Hard Dance,G# minor,0,,,,,
298080,Atnarko,Donâ€™t Ya Know,Original Mix,Nightshift Recordings,Tech House,D# major,2,,,,,
298082,"Atnarko, Jimpster",Donâ€™t Ya Know,Jimpster Remix,Nightshift Recordings,Tech House,F major,2,,,,,
298084,DJ Zany,Razzia!,Original Mix,Fusion Records,Hard Dance,G# minor,0,,,,,
298088,Donkey Rollers,Ruff,Original Mix,Fusion Records,Hard Dance,G major | G minor,1,,,,,Major or minor mode is ambiguous. Modally ambiguous.
298104,Audiobeats,Hello,Original Mix,Trebol Records,Electro House,C minor,2,,,,,
298109,Ever Elecma,Warrior Moment,Original Mix,Xela Digital,Techno,A# major | A# minor,1,,,,,Major or minor mode is ambiguous. Modally ambiguous.
298110,DJ Zany,Pillzz,Original Mix,Fusion Records,Hard Dance,C# minor,2,,,,,
298111,DJ Zany,Forentic,Original Mix,Fusion Records,Hard Dance,B minor,2,,,,,
298115,DJ Zany,Tekno,Original Mix,Fusion Records,Hard Dance,C minor | C major,1,,,,,Major or minor mode is ambiguous. Modally ambiguous.
298129,"DJ Zany, Pavo",99.Nine,Original Mix,Fusion Records,Hard Dance,C# minor,2,,,,,
298134,Donkey Rollers,Followers,Original Mix,Fusion Records,Hard Dance,A major,2,,,,,
298169,Marschmellows,Rough Rider,Original Mix,INFRACom!,Electronica / Downtempo,F minor,2,,,,,
298170,Marschmellows,Hasten,Original Mix,INFRACom!,Electronica / Downtempo,C minor,2,,,,,
298172,Marschmellows,Twilight,Original Mix,INFRACom!,Breaks,D minor,2,,,,,
298173,Marschmellows,Highflying,Original Mix,INFRACom!,Breaks,C minor,2,,,,,
298193,"Marschmellows, Sugar B., Moodorama",Swoundosophy feat. Sugar B.,Moodorama Remix,INFRACom!,House,G minor,2,,,,,
298211,Taxi,People Come Running,Original Mix,INFRACom!,Electronica / Downtempo,A# minor,2,,,,,
298215,Taxi,Rely On Me,Original Mix,INFRACom!,Electronica / Downtempo,A major,2,,,,,
298216,Taxi,Want,Original Mix,INFRACom!,Electronica / Downtempo,F major,2,,,,,
298226,Slop Shop,Verve,Remix,INFRACom!,Electronica / Downtempo,F minor,2,,,,,
298236,"DJ Dry, Victor Calderone",End Of Rotation,V. Calderone's 'Let Me Set You Free' Edit,Ultra,Techno,E minor,1,,,,,
298319,Marschmellows,Le Mot,Original Mix,INFRACom!,Electronica / Downtempo,A# major,2,,,,,
298320,Marschmellows,Debajo del Agua,Original Mix,INFRACom!,Electronica / Downtempo,A minor,1,,,,,
298327,Marschmellows,2 8 3 4,Original Mix,INFRACom!,Electronica / Downtempo,D minor,2,,,,,
298332,Quentin Harris,U Donâ€™t Know feat. Cordell McClary,Big Room Mix,Strictly Rhythm,House,D minor,2,,,,,
298334,Mood II Swing,Passing Time feat. Tara J,Main Vocal Mix,Strictly Rhythm,House,F minor,2,,,,,
298397,Megashira,Microcosmos,Original Mix,INFRACom!,Drum & Bass,D# major | D# minor,1,,,,,Major or minor mode is ambiguous. Modally ambiguous.
298398,Megashira,Static,Original Mix,INFRACom!,Electronica / Downtempo,F# major,2,,,,,
298399,Megashira,Overload,Krakpipe Remix,INFRACom!,Drum & Bass,F minor,2,,,,,
298429,Marschmellows,Katsuo,Original Mix,INFRACom!,Breaks,F minor,2,,,,,
298430,"Marschmellows, Shinya Tsukamoto",Katsuo,Shinya Tsukamoto Remix,INFRACom!,Breaks,F minor,2,,,,,
298431,Marschmellows,Cruising,Original Mix,INFRACom!,Breaks,C minor,2,,,,,
298474,"Marschmellows, Verona Davis",Soulpower  (Jazzanova Reworked) feat. Verona Davis,Extended Version,INFRACom!,House,G minor,2,,,,,
298525,Marschmellows,Comprende_,Original Mix,INFRACom!,Electronica / Downtempo,C minor,2,,,,,
298530,"Karl Frierson, Marschmellows, Verona Davis","Emma feat. Karl Frierson, Verona Davis",Original Mix,INFRACom!,Breaks,A minor,2,,,,,
298532,Marschmellows,Cruising,Original Mix,INFRACom!,Breaks,C minor,2,,,,,
298535,Marschmellows,Katsuo,Original Mix,INFRACom!,Breaks,F minor,2,,,,,
298536,Marschmellows,King-O-Trash,Original Mix,INFRACom!,Electronica / Downtempo,B minor,2,,,,,
298763,Luke Hess,Ominiscient,Original Mix,Beretta Grey,Tech House,A minor,2,,,,,
298764,Luke Hess,Omnipotent,Original Mix,Beretta Grey,Tech House,A minor,2,,,,,
298791,"Agent K, J-Break, C-Vaughn, J-Virtue",Automatic,C-Vaughn & J-Virtue Remix,Digital Records,Breaks,D minor,2,,,,,
298795,"Martin Bonansea, Bs As Deep",Spirit Of Force,Bs As Deep Remix,Existence Records,Progressive House,F major | F minor,2,,,,,"Mode is clearly major, but there are little movements to minor mode in the second half (short appearances of Ab). Anyway, key is F major. Modally ambiguous."
298805,Stefan Braatz,About To Feel,Acid House Mix,Adapter,House,F minor,2,,,,,
298813,Redshape,Steam,Original Mix,Delsin Records,Techno,D minor,1,,,,,"Due to notes timbre, pitches of each one are not totally clear, generating doubts of less than half-tone differences. It makes it difficult to elucidate key and mode, specially because of the third degree of the scale pitch doubt."
298817,Quince,Clear,Original Mix,Delsin Records,Techno,C minor,2,,,,,
298824,Shaun King,Where Are We,Original Mix,Welt Recordings,Tech House,F minor phrygian,2,,,,,
298846,Junk Science,My Name Is Jacques,Original Mix,Anjunadeep,Progressive House,F minor,2,,,,,
298847,"Junk Science, Simuck",My Name Is Jacques,Simucks Plastic Funk Remix,Anjunadeep,House,Bb major | F minor,1,,,,,Possible confusion between A# major and F minor. Bimodal.
298850,Roman Rai,Cosmic Drunk Funk,Original Mix,Solstice,Progressive House,F minor,2,,,,,
298857,Goldfish Und Der Dulz,Hobby,Original Mix,Hi Freaks,Techno,D# minor,1,,,,,
298860,Soul Mozaics,Word Up,Original Mix,Sidechain-Music,Drum & Bass,G minor,2,,,,,
298863,"Raul Cremona, Fernando Ballesteros",Cocaine,Original Mix,Selecta Recordings,Techno,G# major | D# major,2,,,,,"Confusion between key, G# major, and its dominant relative, D# major, is easy. Bimodal."
298865,Argy,1985,Original Mix,Liebe Detail,Tech House,F minor,1,,,,,
298866,"Argy, Jerome Sydenham, Rune RK",1985,Sydenham & Rune Remix,Liebe Detail,Tech House,F major,2,,,,,
298867,Argy,Tool,Original Mix,Liebe Detail,Minimal,D# other,0,,,,,"Mode is unidentifiable… and the end, a lowered 6th scale degree suggests weakly minor mode"
298880,Axel Karakasis,Overhang,Original Mix,Relatives,Techno,D# minor,2,,,,,
298914,"Comiccon, Kindervater",Komodo,Kindervater Radio Mix,Zooland Records,Trance,D major,2,,,,,
298915,"Comiccon, Kindervater",Komodo,Kindervater Remix,Zooland Records,Trance,D major,2,,,,,
298938,Patrick Zigon,Soultray,Original Mix,Puzzle Traxx,Tech House,A minor,2,,,,,
298940,Kalabrese,Not the Same Shoes,Original Mix,Stattmusik,House,G# minor,2,,,,,
298944,Kalabrese,Heartbreak Hotel,Original Mix,Stattmusik,Electronica / Downtempo,G# major,2,,,,,
298951,"Presslaboys, Romano Alfieri",Sudomagodo,Original Mix,Polar Noise,Techno,C minor,2,,,,,
298984,"Astuni, Manuel Le Saux",Faith,Original Mix,Inov8 Recordings,Trance,D# major,2,,,,,
298985,"Astuni, Manuel Le Saux, Far == Away, Spiral Motion",Faith,Spiral Motion vs. Far & Away Remix,Inov8 Recordings,Trance,D# major,2,,,,,
298986,"Astuni, Manuel Le Saux, Benya",Faith,Benya Remix,Inov8 Recordings,Trance,D# major,2,,,,,
298987,"Astuni, Manuel Le Saux, Digital Nature",Faith,Digital Nature Remix,Inov8 Recordings,Trance,D# major,2,,,,,
298989,"The Chap, Hot Chip",Woop Woop,Hot Chip Remix,Loeb,Minimal,X,0,,,,,
298990,"The Chap, Zilla",President At Last,Zilla's Premier Remix,Loeb,Electronica / Downtempo,C major | G major,1,,,,,"In this case, the mode seems clear and it is major. Otherwise, tone is not clear at all… it sounds like something between C and G major. Bimodal."
298992,"The Chap, Vincent Oliver",Auto Where To,Vincent Oliver Remix,Loeb,Electronica / Downtempo,G major,2,,,,,
298998,Cal D,Prowler,Cal's Remix,Baroque Back Catalogue,Progressive House,D# minor,2,,,,,
299003,The Southern Alliance,Monkey Jungle,Original Mix,Autist Records,Minimal,A minor,2,,,,,
299008,"Dende, Max 4, Cortella",Satis Made,Cortella Remix,Nuhar Records,Techno,B major,1,,,,,
299025,"Chris Lake, Funkagenda, Micky Slim",Carry Me Away feat. Emma Hewitt,Micky Slim & Funkagenda's Spank'd Mix,Rising Music,Tech House,A minor,2,,,,,
299031,"Joe Montana, Andrea Introvigne",Saziable,Original Mix,Nuhar Records,Minimal,G major,2,,,,,
299032,"Joe Montana, Andrea Introvigne",Saziable,Introvigne Zero 8 Mix,Nuhar Records,Techno,G major,2,,,,,
299040,Maurizio Ruggiero,Airlock,Original Mix,Nuhar Records,Techno,A minor,2,,,,,
299041,Itamar Sagi,Cancun,Original Mix,Be As One,Tech House,F minor,2,,,,,
299050,Chris Liebing,D,Original Mix,CLR,Techno,A major | A minor,2,,,,,"Major mode is not completely clear, but it is major. Modally ambiguous."
299059,Tigerskin,Desperate Mouselives,Original Mix,Laka-Tosh,Tech House,G minor,2,,,,,
299063,Moritz Piske,Ein Kanguruh Im Klubraum,Original Mix,Laka-Tosh,Techno,A major,2,,,,,
299064,Gennaro Rossi,Purple Haze,Original Mix,Laka-Tosh,Techno,E minor,2,,,,,
299071,"The Factory, Wally Lopez",Couldn't Love You More,Wally Lopez Remix,Toolroom,Tech House,A major,2,,,,,
299073,"The Factory, Mark Storie",Couldn't Love You More,Mark Storie Remix,Toolroom,Electro House,E major,2,,,,,
299074,The Factory,Couldn't Love You More,Dub Mix,Toolroom,House,C# minor | E major,2,,,,,Bimodal.
299075,"The Factory, Manifest",Couldn't Love You More,Manifest Remix,Toolroom,Drum & Bass,C# minor,0,,,,,
299114,Trick == Kubic,Container,Original Mix,Great Stuff Recordings,Electro House,G# major,2,,,,,
299157,"David Penn, Dave Storm, Montilla  (Aka David Penn)",Plastic People,Montilla Remix,Urbana Recordings,Progressive House,F minor,2,,,,,
299159,"Porno, Kortezman",Gonna Shake It,Kortezman Club Mix,Deeperfect Records,Progressive House,A minor,2,,,,,
299160,"Porno, Kortezman",Gonna Shake It,Kortezman Dub Mix,Deeperfect Records,Progressive House,A minor,2,,,,,
299191,Gus Brown,Breathe,Original Mix,Mixtape Records,Techno,A minor,2,,,,,
299298,Ramatis,Fresh feat. Rose Max,Original Mix,UC Music,Electronica / Downtempo,D minor,2,,,,,
299300,Ramatis,Sem Complicacao feat. Rose Max,Original Mix,UC Music,Electronica / Downtempo,G minor | G major,1,,,,,50% G minor - 50% G major. Modally ambiguous.
299306,"Leo Janeiro, CIC",So Freak Me,Original Mix,UC Music,House,F major,2,,,,,
299310,Global Cee,Alive,Global Mix,Druck Records,Trance,C minor,2,,,,,
299311,Global Cee,Alive,Cee Mix,Druck Records,Trance,C minor,2,,,,,
299355,Wipes,Bang,Mass In Orbit Remix,Druck Records,Trance,G major,2,,,,,
299365,Kan Cold,Restart,Original Mix,Druck Records,Trance,F major,2,,,,,
299396,Quarks,Wiederkomm,Original Mix,Monika Enterprise,Electronica / Downtempo,B minor,2,,,,,
299401,"Jimmy Ponzio, Ruanne, Alex Alicea",I Got Something For You feat. Sarah Tancer,Alex Alicea aka Who Da Funk vs. Jimmy Ponzio Mix,Subliminal Records,House,B major,2,,,,,
299450,Florida,The Girl On The Escalator,Original Mix,Monika Enterprise,Electronica / Downtempo,A# major,2,,,,,
299451,Florida,Hymn For Her,Original Mix,Monika Enterprise,Electronica / Downtempo,G major | E minor,1,,,,,Bimodal.
299452,Cajjmere Wray,Biggest Mistake feat. Sasha,Original Radio Edit,Hi-Bias Records,Funky / Groove / Jackin' House,F minor,2,,,,,
299453,Cajjmere Wray,Biggest Mistake feat. Sasha,Original Club Mix,Hi-Bias Records,Funky / Groove / Jackin' House,F minor,2,,,,,
299454,Cajjmere Wray,Biggest Mistake feat. Sasha,Cajjmere Wray's Tribal Radio Edit,Hi-Bias Records,Funky / Groove / Jackin' House,C minor,2,,,,,
299455,Cajjmere Wray,Biggest Mistake feat. Sasha,Cajjmere Wray's Peak Hour Tribal Mix,Hi-Bias Records,Funky / Groove / Jackin' House,C minor,2,,,,,
299456,Cajjmere Wray,Biggest Mistake feat. Sasha,Cajjmere Wray's Darker Tribal Dub,Hi-Bias Records,Funky / Groove / Jackin' House,C minor,2,,,,,
299457,"Cajjmere Wray, Etienne Ozborne",Biggest Mistake feat. Sasha,Etienne Ozborne Remix,Hi-Bias Records,Electro House,F minor,2,,,,,
299459,"Cajjmere Wray, Solar Sun",Biggest Mistake feat. Sasha,Solar Sun Tribulation Remix,Hi-Bias Records,Electro House,F minor phrygian,2,,,,,Frygian approach
299462,Quarks,Fallen  (Werden Wir Alle In Grossen Spiralen Aus Dem Himmel Gespuckt),Schneider TM Mix,Monika Enterprise,Electronica / Downtempo,E minor,2,,,,,
299464,Quarks,Dunkeln,Jamie Hodge Mix,Monika Enterprise,Electronica / Downtempo,B major,2,,,,,
299465,Plastic Operator,The Pleasure Is Mine,Original Mix,Fine Day Records,Electronica / Downtempo,E major,2,,,,,
299466,Plastic Operator,Peppermint,Original Mix,Fine Day Records,Electronica / Downtempo,F major,2,,,,,
299467,Plastic Operator,Folder,Original Mix,Fine Day Records,Electronica / Downtempo,G major,2,,,,,
299468,Plastic Operator,Couch,Original Mix,Fine Day Records,Electronica / Downtempo,A major,2,,,,,
299469,Plastic Operator,Home 0207,Original Mix,Fine Day Records,Electronica / Downtempo,C major | A minor,1,,,,,Bimodal.
299470,Plastic Operator,Parasols,Original Mix,Fine Day Records,Electronica / Downtempo,G major,2,,,,,
299471,Plastic Operator,Special Case,Original Mix,Fine Day Records,Electronica / Downtempo,F major,2,,,,,
299472,Plastic Operator,Another Sound,Original Mix,Fine Day Records,Electronica / Downtempo,G major,2,,,,,
299473,Plastic Operator,Why Don't You_,Original Mix,Fine Day Records,Electronica / Downtempo,F major,2,,,,,
299474,Plastic Operator,Singing All the Time,Original Mix,Fine Day Records,Electronica / Downtempo,G major,2,,,,,
299475,Plastic Operator,The Long Run,Original Mix,Fine Day Records,Electronica / Downtempo,F major,2,,,,,
299482,Contriva,Kapitan,Original Mix,Monika Enterprise,Electronica / Downtempo,A major,2,,,,,
299483,Komeit,End Of Camp,Original Mix,Monika Enterprise,Electronica / Downtempo,G major,2,,,,,
299486,Zigarettenrauchen,Manner feat. Rosa,Original Mix,Monika Enterprise,Electronica / Downtempo,E major,2,,,,,
299488,Contriva,The Things You Said,Dm Coverversion Mix,Monika Enterprise,Electronica / Downtempo,E minor,2,,,,,
299489,Komeit,Don't Call,Original Mix,Monika Enterprise,Electronica / Downtempo,D major,2,,,,,
299490,"Quarks, James Figurine",Sonntag,James Figurine Some Sundays Mix,Monika Enterprise,Electronica / Downtempo,F# major,2,,,,,
299491,Barbara Morgenstern,Eine Verabredung,Original Mix,Monika Enterprise,Electronica / Downtempo,D major mixolydian,2,,,,,
299492,"Contriva, Tom Thiel",8 Eyes,Tom Thiel Mix,Monika Enterprise,Electronica / Downtempo,A major | F# minor,0,,,,,50% F# minor - 50% A major. Bimodal.
299493,Contriva,Stuck,Original Mix,Monika Enterprise,Electronica / Downtempo,A major,2,,,,,
3988819,"Ralph Novell, Ian Buff",Odyssey,Ian Buff Remix,2 Side Records,Techno,D# minor,1,12:52:00 AM,F# minor,01:48:00 AM,D# minor,Key changes.
299497,DJ Rilla,Jah Hear Me,Original Mix,Dub Chamber Recordings,Drum & Bass,A minor,1,,,,,
299503,Natty Ruler,Steppin Out,Original Mix,Dub Chamber Recordings,Drum & Bass,C major,2,,,,,
299507,Scotto,Pop Gunz,Original Mix,Dub Chamber Recordings,Drum & Bass,F minor phrygian,2,,,,,
299509,Barbara Morgenstern,Eine Verabredung,Original Mix,Monika Enterprise,Electronica / Downtempo,D major mixolydian,2,,,,,
299511,Barbara Morgenstern,37 Grad,Original Mix,Monika Enterprise,Electronica / Downtempo,D major,2,,,,,
299513,Barbara Morgenstern,Der Wunsch Teil 4,Original Mix,Monika Enterprise,Electronica / Downtempo,C# major,2,,,,,
299546,"Jerome Robins, Tom Sawyer",Time Will Tell,Tom Sawyer Mix,Release Records,Progressive House,F minor,2,,,,,
299547,Denis Naidanow,Night Club,Original Mix,Chateau Funk,House,F# minor,2,,,,,
299616,Christoph Schindling,Dungeon Keeper,Original Mix,3rd Wave Music,Tech House,E minor | E major,1,,,,,"Tone is clear, it is E. Otherwise, mode is unknown, 50% major and 50% minor. G and G# appearances are alternated and balanced. Modally ambiguous."
299624,"Kaiak, Emix, D Lewis",Punkt,D.Lewis & Emix Remix,Acid 80,Electro House,E minor,1,,,,,
299625,"DJ Simone Ninu, Gabriele Musta",Bonito,Original Mix,Acid 80,Tech House,C major,2,,,,,
299654,"Cubic, Tommyboy",Superflyin,Tommyboy Edit,Stereo Unreleased Trax,Tech House,G minor | G major,1,,,,,"Key is clear and is G. Mode seems to be minor, but it is not clearly heard as minor, major sensation is also present. Modally ambiguous."
299657,"Cubic, David Lara",Superflyin,David Lara Bassline Revenge Remix,Stereo Unreleased Trax,Progressive House,C minor,2,,,,,
299665,Interstate,Hide And Seek,Original Mix,Bonzai Classics,Trance,G# major,2,,,,,
299667,Mass Effect,Alphascan,Original Mix,Bonzai Classics,Trance,A major,2,,,,,
299668,Medicen Men,Trainspotter,Original Mix,Bonzai Classics,Trance,A minor phrygian,2,,,,,
299669,Mystic Friends,Night Creatures,Original Mix,Bonzai Classics,Trance,C minor phrygian,2,,,,,
299679,"Markus Schulz, Markus Schulz",Never Be The Same Again feat. Carrie Skipper,Markus Schulz Coldharbour Mix,Armada Music Bundles,Trance,F major,2,,,,,
299681,Tenishia,Five,Original Mix,Armada Music Bundles,Trance,C minor,2,,,,,
299687,Sarah Goldfarb,Crashed By Society,Original Mix,Treibstoff,Techno,X,0,,,,,
299690,"Pfirter, Sonodab",Terror Logico,Sonodab Remix,Trazable Recordings,Techno,D minor,0,,,,,
299701,David Forbes,Better World,Original Mix,Armada Music Bundles,Progressive House,A# minor,2,,,,,
299725,The Blackmaster,Black Is Back,Original Mix,Bonzai Classics,Trance,A# minor,1,,,,,Key only is elucitated with a big error margin only by tonal and modal perception generated by the C-F# 3-tone interval insistent repetition
299729,Walky Talky,Liberation,Original Mix,Bonzai Classics,Trance,C minor,2,,,,,
299739,Bionik Phunk,Nie feat. Sugar Caine,Original Mix,Audiophonica,Electronica / Downtempo,F minor,2,,,,,
299743,"Bionik Phunk, DBN",Rocket Powder,DBN's Electric Fix,Audiophonica,Progressive House,F# major mixolydian,2,,,,,
299754,"Joe Montana, Andrea Introvigne, Stereologic",Saziable,Stereologic Love Mix,Nuhar Records,Tech House,G minor,2,,,,,
299761,The Timewriter,Handsome Machine,Original Mix,Plastic City,House,F major | G minor,1,,,,,50% F major - 50% G minor. Bimodal.
